campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,budget_cat,revenue_cat,roi_cat
Optional real-time installation,2023-04-10 00:00:00+00:00,2024-05-03 00:00:00+00:00,8046324.0,-0.9029759763588938,email,B2C,paid,0.88,780686.73,389.0,Muy Alto,Muy Alto,Pérdida
Proactive 6thgeneration interface,2023-05-06 00:00:00+00:00,2024-04-18 00:00:00+00:00,299039.0,0.8995125384983228,podcast,B2B,organic,0.62,568028.33,348.0,Muy Alto,Muy Alto,Bajo
Synchronized fresh-thinking functionalities,2022-10-01 00:00:00+00:00,2024-05-05 00:00:00+00:00,435751.0,0.6887699626621625,social media,B2C,promotion,0.8,735883.2,582.0,Muy Alto,Muy Alto,Bajo
Multi-layered coherent instruction set,2023-06-23 00:00:00+00:00,2023-12-06 00:00:00+00:00,2662867.0,-0.7349136550943024,email,B2B,promotion,0.3,705889.68,166.0,Muy Alto,Muy Alto,Pérdida
Reduced attitude-oriented model,2023-05-14 00:00:00+00:00,2023-12-16 00:00:00+00:00,1418858.0,-0.6154135438500541,email,B2B,promotion,0.13,545673.57,216.0,Muy Alto,Muy Alto,Pérdida
Exclusive 3rdgeneration definition,2022-10-05 00:00:00+00:00,2023-11-14 00:00:00+00:00,9545475.0,-0.931190074878411,webinar,B2C,promotion,0.92,656823.42,405.0,Muy Alto,Muy Alto,Pérdida
Multi-lateral value-added encryption,2022-11-14 00:00:00+00:00,2024-03-05 00:00:00+00:00,7392382.0,-0.9682455343893214,webinar,B2C,promotion,0.91,234741.14,477.0,Muy Alto,Muy Alto,Pérdida
Synchronized client-server concept,2022-08-08 00:00:00+00:00,2023-12-06 00:00:00+00:00,5891337.0,-0.9120739876194488,email,B2B,paid,0.0,518001.77,485.0,Muy Alto,Muy Alto,Pérdida
Total regional open system,2022-08-30 00:00:00+00:00,2023-12-30 00:00:00+00:00,630151.0,-0.403451172814135,podcast,B2C,organic,0.28,375915.84,487.0,Muy Alto,Muy Alto,Pérdida
Optional uniform projection,2023-07-31 00:00:00+00:00,2024-03-23 00:00:00+00:00,1341823.0,-0.8804745782416906,podcast,B2B,referral,0.94,160381.96,236.0,Muy Alto,Alto,Pérdida
Universal regional open architecture,2022-10-22 00:00:00+00:00,2024-07-15 00:00:00+00:00,7842098.0,-0.9077741989452313,podcast,B2C,promotion,0.78,723243.77,632.0,Muy Alto,Muy Alto,Pérdida
Quality-focused regional database,2023-03-06 00:00:00+00:00,2023-08-26 00:00:00+00:00,4748719.0,-0.8495393326073831,podcast,B2B,organic,0.71,714495.43,173.0,Muy Alto,Muy Alto,Pérdida
Enhanced neutral encryption,2023-05-25 00:00:00+00:00,2024-02-10 00:00:00+00:00,4478256.0,-0.8745456132923174,podcast,B2C,referral,0.46,561816.86,261.0,Muy Alto,Muy Alto,Pérdida
Secured stable process improvement,2023-05-28 00:00:00+00:00,2024-01-09 00:00:00+00:00,9303793.0,-0.928079214574099,podcast,B2B,referral,0.52,669136.1,226.0,Muy Alto,Muy Alto,Pérdida
Multi-channeled 24/7 implementation,2023-04-09 00:00:00+00:00,2024-05-03 00:00:00+00:00,488871.0,-0.20842369459427945,email,B2C,referral,0.76,386978.7,390.0,Muy Alto,Muy Alto,Pérdida
Operative intermediate alliance,2022-09-17 00:00:00+00:00,2023-11-12 00:00:00+00:00,252319.0,2.0954364911084777,webinar,B2B,promotion,0.69,781037.44,421.0,Muy Alto,Muy Alto,Medio
Synergistic asymmetric task-force,2023-07-17 00:00:00+00:00,2023-12-14 00:00:00+00:00,264191.0,-0.7562055482586463,podcast,B2C,referral,0.29,64408.3,150.0,Muy Alto,Medio,Pérdida
Self-enabling 3rdgeneration migration,2022-08-30 00:00:00+00:00,2024-04-12 00:00:00+00:00,7070599.0,-0.8784398747546,podcast,B2B,organic,0.44,859502.9,591.0,Muy Alto,Muy Alto,Pérdida
Decentralized multimedia open architecture,2023-04-25 00:00:00+00:00,2024-07-24 00:00:00+00:00,4920643.0,-0.9932837314147764,webinar,B2B,promotion,0.18,33048.36,456.0,Muy Alto,Bajo,Pérdida
Optional responsive approach,2023-06-23 00:00:00+00:00,2023-08-15 00:00:00+00:00,9651142.0,-0.9454279141266392,email,B2C,referral,0.4,526682.95,53.0,Muy Alto,Muy Alto,Pérdida
Programmable fault-tolerant intranet,2022-10-01 00:00:00+00:00,2024-02-17 00:00:00+00:00,4719852.0,-0.9375852547918875,email,B2B,paid,0.0,294588.36,504.0,Muy Alto,Muy Alto,Pérdida
Multi-tiered stable focus group,2023-05-07 00:00:00+00:00,2024-07-03 00:00:00+00:00,3605073.0,-0.8530510477873818,email,B2B,paid,0.88,529761.7,423.0,Muy Alto,Muy Alto,Pérdida
Diverse even-keeled customer loyalty,2023-05-03 00:00:00+00:00,2023-09-21 00:00:00+00:00,9259126.0,-0.9550531011242314,webinar,B2B,organic,0.75,416169.0,141.0,Muy Alto,Muy Alto,Pérdida
Inverse neutral strategy,2023-07-28 00:00:00+00:00,2023-08-19 00:00:00+00:00,2142633.0,-0.9073206470730172,email,B2C,referral,0.21,198577.84,22.0,Muy Alto,Alto,Pérdida
Intuitive foreground access,2023-06-12 00:00:00+00:00,2023-12-05 00:00:00+00:00,4349112.0,-0.9441571589786605,podcast,B2B,paid,0.49,242866.77,176.0,Muy Alto,Muy Alto,Pérdida
Universal 24/7 strategy,2022-12-18 00:00:00+00:00,2023-12-22 00:00:00+00:00,8502627.0,-0.9955599028394401,webinar,B2C,paid,0.78,37752.49,369.0,Muy Alto,Bajo,Pérdida
Managed well-modulated artificial intelligence,2023-04-07 00:00:00+00:00,2024-07-27 00:00:00+00:00,7011341.0,-0.9177222417223753,webinar,B2B,organic,0.15,576877.42,477.0,Muy Alto,Muy Alto,Pérdida
Inverse dynamic flexibility,2023-07-26 00:00:00+00:00,2024-06-17 00:00:00+00:00,1949793.0,-0.7155102362148188,email,B2B,organic,0.44,554696.15,327.0,Muy Alto,Muy Alto,Pérdida
Optional context-sensitive standardization,2023-02-25 00:00:00+00:00,2024-03-06 00:00:00+00:00,688052.0,0.21064515472667755,webinar,B2C,organic,0.43,832986.82,375.0,Muy Alto,Muy Alto,Bajo
Organized fault-tolerant forecast,2023-01-29 00:00:00+00:00,2023-12-20 00:00:00+00:00,8654419.0,-0.9456177843943077,email,B2C,paid,0.89,470646.48,325.0,Muy Alto,Muy Alto,Pérdida
Multi-layered neutral capacity,2023-02-26 00:00:00+00:00,2024-01-31 00:00:00+00:00,5560969.0,-0.9390471588674563,webinar,B2C,promotion,0.35,338956.86,339.0,Muy Alto,Muy Alto,Pérdida
Re-engineered 6thgeneration access,2022-09-20 00:00:00+00:00,2023-10-06 00:00:00+00:00,4691995.0,-0.8972594280258185,podcast,B2C,promotion,0.72,482058.25,381.0,Muy Alto,Muy Alto,Pérdida
Inverse context-sensitive middleware,2023-06-18 00:00:00+00:00,2023-08-06 00:00:00+00:00,1299178.0,-0.9614846156569768,social media,B2B,referral,0.81,50038.34,49.0,Muy Alto,Medio,Pérdida
Multi-lateral cohesive access,2022-12-12 00:00:00+00:00,2023-10-09 00:00:00+00:00,8884263.0,-0.9163182314616305,webinar,B2C,paid,0.97,743450.84,301.0,Muy Alto,Muy Alto,Pérdida
Seamless asymmetric core,2023-03-02 00:00:00+00:00,2023-08-24 00:00:00+00:00,8803635.0,-0.9577220682138684,email,B2C,paid,0.96,372199.48,175.0,Muy Alto,Muy Alto,Pérdida
Automated tangible frame,2022-12-17 00:00:00+00:00,2024-01-19 00:00:00+00:00,9059166.0,-0.9225107035239226,podcast,B2B,promotion,0.54,701988.4,398.0,Muy Alto,Muy Alto,Pérdida
Centralized modular Graphical User Interface,2023-05-13 00:00:00+00:00,2024-04-11 00:00:00+00:00,9043418.0,-0.9669558666866885,email,B2C,paid,0.48,298831.91,334.0,Muy Alto,Muy Alto,Pérdida
Organic actuating firmware,2023-07-07 00:00:00+00:00,2023-10-03 00:00:00+00:00,386651.0,-0.8085022927653103,email,B2B,paid,0.29,74042.78,88.0,Muy Alto,Medio,Pérdida
Organized demand-driven parallelism,2022-10-17 00:00:00+00:00,2024-06-09 00:00:00+00:00,2179146.0,-0.571792830769485,webinar,B2B,promotion,0.87,933125.94,601.0,Muy Alto,Muy Alto,Pérdida
Enterprise-wide intangible concept,2022-11-16 00:00:00+00:00,2023-08-26 00:00:00+00:00,5666323.0,-0.8280455420561094,social media,B2B,referral,0.0,974349.5,283.0,Muy Alto,Muy Alto,Pérdida
Re-contextualized 24/7 policy,2023-05-19 00:00:00+00:00,2023-09-12 00:00:00+00:00,505731.0,0.4354372383737599,webinar,B2C,paid,0.89,725945.11,116.0,Muy Alto,Muy Alto,Bajo
Virtual client-driven benchmark,2023-05-09 00:00:00+00:00,2024-02-02 00:00:00+00:00,7703639.0,-0.967473447289002,webinar,B2B,paid,0.95,250572.82,269.0,Muy Alto,Muy Alto,Pérdida
Digitized value-added access,2023-05-03 00:00:00+00:00,2023-12-21 00:00:00+00:00,3798885.0,-0.7879156120809132,podcast,B2C,promotion,0.34,805684.2,232.0,Muy Alto,Muy Alto,Pérdida
Streamlined bifurcated extranet,2022-09-28 00:00:00+00:00,2024-06-06 00:00:00+00:00,367511.0,-0.8609471281131721,webinar,B2B,promotion,0.47,51103.46,617.0,Muy Alto,Medio,Pérdida
Re-engineered heuristic conglomeration,2022-11-13 00:00:00+00:00,2024-01-25 00:00:00+00:00,492565.0,-0.3666231867875306,podcast,B2C,paid,0.87,311979.25,438.0,Muy Alto,Muy Alto,Pérdida
Adaptive empowering contingency,2023-03-27 00:00:00+00:00,2024-03-04 00:00:00+00:00,3114523.0,-0.9890295046785655,webinar,B2B,referral,0.8,34167.86,343.0,Muy Alto,Bajo,Pérdida
Balanced national firmware,2022-08-31 00:00:00+00:00,2023-11-17 00:00:00+00:00,4118816.0,-0.803061928476533,social media,B2B,referral,0.68,811151.68,443.0,Muy Alto,Muy Alto,Pérdida
Re-engineered neutral concept,2022-10-18 00:00:00+00:00,2024-01-13 00:00:00+00:00,4167213.0,-0.9371234923676808,social media,B2C,promotion,0.2,262019.8,452.0,Muy Alto,Muy Alto,Pérdida
User-friendly encompassing functionalities,2023-02-03 00:00:00+00:00,2024-07-18 00:00:00+00:00,8030186.0,-0.9903631970666682,podcast,B2B,promotion,0.73,77385.32,531.0,Muy Alto,Medio,Pérdida
Enhanced bifurcated solution,2022-10-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,1061897.0,-0.33626353591732533,webinar,B2B,promotion,0.92,704819.76,314.0,Muy Alto,Muy Alto,Pérdida
Monitored regional complexity,2022-11-02 00:00:00+00:00,2023-11-20 00:00:00+00:00,7669016.0,-0.9703954496900254,webinar,B2B,paid,0.56,227037.77,383.0,Muy Alto,Muy Alto,Pérdida
Persistent incremental neural-net,2022-08-15 00:00:00+00:00,2024-05-06 00:00:00+00:00,4334983.0,-0.9411585420288845,podcast,B2C,paid,0.68,255076.72,630.0,Muy Alto,Muy Alto,Pérdida
Cross-platform client-server circuit,2023-04-19 00:00:00+00:00,2024-02-22 00:00:00+00:00,6711897.0,-0.9429750799215185,webinar,B2B,promotion,0.53,382745.39,309.0,Muy Alto,Muy Alto,Pérdida
Customizable clear-thinking adapter,2023-07-22 00:00:00+00:00,2024-04-30 00:00:00+00:00,7485671.0,-0.9643541226965492,podcast,B2B,referral,0.99,266833.31,283.0,Muy Alto,Muy Alto,Pérdida
Up-sized multi-state database,2023-06-17 00:00:00+00:00,2024-02-08 00:00:00+00:00,9934338.0,-0.9530649631611086,podcast,B2B,paid,0.96,466268.52,236.0,Muy Alto,Muy Alto,Pérdida
Object-based didactic intranet,2023-07-21 00:00:00+00:00,2024-06-17 00:00:00+00:00,64307.0,14.336714510084438,social media,B2B,paid,0.46,986258.1,332.0,Medio,Muy Alto,Muy Alto
Multi-lateral tangible framework,2022-10-05 00:00:00+00:00,2023-10-03 00:00:00+00:00,9924828.0,-0.9454163185498026,social media,B2B,organic,0.32,541733.65,363.0,Muy Alto,Muy Alto,Pérdida
Profound multimedia framework,2022-11-04 00:00:00+00:00,2024-05-28 00:00:00+00:00,79542.0,6.6030431721606195,webinar,B2B,paid,0.81,604761.26,571.0,Medio,Muy Alto,Alto
Object-based intermediate attitude,2022-11-05 00:00:00+00:00,2024-02-17 00:00:00+00:00,269811.0,2.2470593118886923,social media,B2B,paid,0.17,876092.32,469.0,Muy Alto,Muy Alto,Medio
Horizontal maximized moderator,2023-01-15 00:00:00+00:00,2024-05-03 00:00:00+00:00,5749161.0,-0.9616099740466478,webinar,B2C,promotion,0.86,220710.44,474.0,Muy Alto,Muy Alto,Pérdida
Innovative intangible complexity,2022-09-03 00:00:00+00:00,2024-03-04 00:00:00+00:00,1999262.0,-0.5443811766541854,social media,B2C,referral,0.62,910901.4,548.0,Muy Alto,Muy Alto,Pérdida
Compatible 6thgeneration portal,2023-07-06 00:00:00+00:00,2024-07-11 00:00:00+00:00,4041975.0,-0.8815215482530199,webinar,B2B,organic,0.76,478886.94,371.0,Muy Alto,Muy Alto,Pérdida
De-engineered foreground attitude,2023-02-06 00:00:00+00:00,2024-04-02 00:00:00+00:00,752674.0,0.12304433260614824,social media,B2B,referral,0.49,845286.27,421.0,Muy Alto,Muy Alto,Bajo
Public-key directional orchestration,2023-02-26 00:00:00+00:00,2024-04-14 00:00:00+00:00,5248567.0,-0.8869136280436164,email,B2C,paid,0.65,593541.4,413.0,Muy Alto,Muy Alto,Pérdida
Optimized content-based matrix,2023-01-17 00:00:00+00:00,2024-01-22 00:00:00+00:00,331074.0,1.407231162821605,social media,B2C,paid,0.1,796971.65,370.0,Muy Alto,Muy Alto,Medio
De-engineered bandwidth-monitored solution,2023-03-05 00:00:00+00:00,2023-12-23 00:00:00+00:00,5350582.0,-0.8442024306888485,email,B2B,paid,0.62,833607.67,293.0,Muy Alto,Muy Alto,Pérdida
Horizontal asymmetric contingency,2022-09-16 00:00:00+00:00,2024-05-08 00:00:00+00:00,9971419.0,-0.9992355872318675,email,B2C,referral,0.7,7622.28,600.0,Muy Alto,Muy Bajo,Pérdida
Grass-roots non-volatile hub,2022-11-28 00:00:00+00:00,2024-05-11 00:00:00+00:00,9145881.0,-0.9256620668910955,podcast,B2B,promotion,0.84,679885.89,530.0,Muy Alto,Muy Alto,Pérdida
Reverse-engineered attitude-oriented task-force,2023-03-12 00:00:00+00:00,2024-07-28 00:00:00+00:00,8283293.0,-0.8823684566029476,social media,B2B,organic,0.99,974376.54,504.0,Muy Alto,Muy Alto,Pérdida
Synergized mission-critical conglomeration,2023-07-22 00:00:00+00:00,2024-03-23 00:00:00+00:00,8462879.0,-0.9967850515173382,webinar,B2B,organic,0.18,27207.72,245.0,Muy Alto,Bajo,Pérdida
Configurable transitional data-warehouse,2023-05-08 00:00:00+00:00,2024-03-22 00:00:00+00:00,6494448.0,-0.8643189028536374,email,B2B,referral,0.98,881173.83,319.0,Muy Alto,Muy Alto,Pérdida
Ergonomic global project,2023-05-12 00:00:00+00:00,2024-06-04 00:00:00+00:00,7837956.0,-0.9805334503026044,webinar,B2B,promotion,0.29,152577.96,389.0,Muy Alto,Alto,Pérdida
Sharable 24/7 Graphic Interface,2023-05-09 00:00:00+00:00,2024-05-13 00:00:00+00:00,2443375.0,-0.9243269289405024,social media,B2B,referral,0.23,184897.69,370.0,Muy Alto,Alto,Pérdida
Progressive directional secured line,2022-12-27 00:00:00+00:00,2024-01-18 00:00:00+00:00,748982.0,-0.3825348139207618,webinar,B2B,referral,0.79,462470.31,387.0,Muy Alto,Muy Alto,Pérdida
Compatible tertiary alliance,2022-08-09 00:00:00+00:00,2024-07-02 00:00:00+00:00,393475.0,-0.773174585424741,webinar,B2B,promotion,0.25,89250.13,693.0,Muy Alto,Medio,Pérdida
Face-to-face 6thgeneration methodology,2023-06-22 00:00:00+00:00,2024-06-02 00:00:00+00:00,643087.0,0.29724976558381677,webinar,B2B,referral,0.85,834244.46,346.0,Muy Alto,Muy Alto,Bajo
Customer-focused asymmetric workforce,2023-05-24 00:00:00+00:00,2024-01-23 00:00:00+00:00,768737.0,0.26871426768842915,social media,B2C,paid,0.16,975307.6,244.0,Muy Alto,Muy Alto,Bajo
Profound reciprocal forecast,2022-11-20 00:00:00+00:00,2024-05-16 00:00:00+00:00,766909.0,-0.043232143578964384,social media,B2C,paid,0.71,733753.88,543.0,Muy Alto,Muy Alto,Pérdida
De-engineered high-level functionalities,2023-03-20 00:00:00+00:00,2023-12-16 00:00:00+00:00,5347893.0,-0.8157936723864894,podcast,B2C,referral,0.45,985115.73,271.0,Muy Alto,Muy Alto,Pérdida
Reverse-engineered upward-trending core,2023-07-07 00:00:00+00:00,2023-09-23 00:00:00+00:00,4151678.0,-0.9344112790057417,social media,B2B,organic,0.23,272303.25,78.0,Muy Alto,Muy Alto,Pérdida
Future-proofed zero administration attitude,2022-11-16 00:00:00+00:00,2024-06-22 00:00:00+00:00,691694.0,-0.6834569188109193,webinar,B2C,organic,0.11,218950.95,584.0,Muy Alto,Muy Alto,Pérdida
Mandatory intermediate neural-net,2022-12-22 00:00:00+00:00,2024-06-20 00:00:00+00:00,9559318.0,-0.9054159888812151,social media,B2B,organic,0.76,904158.64,546.0,Muy Alto,Muy Alto,Pérdida
Team-oriented discrete benchmark,2023-03-16 00:00:00+00:00,2023-08-05 00:00:00+00:00,297045.0,1.3970886566008516,webinar,B2C,promotion,0.19,712043.2,142.0,Muy Alto,Muy Alto,Medio
Cloned scalable frame,2022-12-30 00:00:00+00:00,2023-08-18 00:00:00+00:00,483955.0,-0.4825897242512217,webinar,B2B,promotion,0.0,250403.29,231.0,Muy Alto,Muy Alto,Pérdida
Profit-focused 5thgeneration standardization,2023-01-03 00:00:00+00:00,2024-06-06 00:00:00+00:00,705303.0,0.09190000609667047,email,B2C,promotion,0.81,770120.35,520.0,Muy Alto,Muy Alto,Bajo
Distributed asymmetric frame,2023-04-15 00:00:00+00:00,2024-03-28 00:00:00+00:00,7888949.0,-0.8928322517993208,podcast,B2C,paid,0.12,845440.9,348.0,Muy Alto,Muy Alto,Pérdida
Vision-oriented 4thgeneration groupware,2023-03-03 00:00:00+00:00,2024-02-28 00:00:00+00:00,7602954.0,-0.9648186744257561,podcast,B2B,organic,0.26,267482.0,362.0,Muy Alto,Muy Alto,Pérdida
Persistent methodical Graphical User Interface,2022-09-11 00:00:00+00:00,2024-05-11 00:00:00+00:00,3736974.0,-0.8207229325117059,webinar,B2C,organic,0.24,669953.74,608.0,Muy Alto,Muy Alto,Pérdida
Integrated didactic circuit,2022-09-15 00:00:00+00:00,2024-05-02 00:00:00+00:00,4302677.0,-0.9422914664521646,podcast,B2C,referral,0.92,248301.18,595.0,Muy Alto,Muy Alto,Pérdida
Expanded system-worthy collaboration,2022-12-16 00:00:00+00:00,2024-02-01 00:00:00+00:00,8668738.0,-0.9660196697604657,email,B2B,referral,0.46,294566.58,412.0,Muy Alto,Muy Alto,Pérdida
Grass-roots client-server middleware,2023-01-04 00:00:00+00:00,2023-11-10 00:00:00+00:00,4145815.0,-0.776911147747789,email,B2B,paid,0.21,924885.11,310.0,Muy Alto,Muy Alto,Pérdida
Universal systemic utilization,2023-05-22 00:00:00+00:00,2023-10-16 00:00:00+00:00,7829427.0,-0.9178381917348486,webinar,B2B,paid,0.57,643279.88,147.0,Muy Alto,Muy Alto,Pérdida
Expanded system-worthy flexibility,2022-10-22 00:00:00+00:00,2024-06-22 00:00:00+00:00,6120436.0,-0.961496442410312,social media,B2B,promotion,0.8,235658.56,609.0,Muy Alto,Muy Alto,Pérdida
Customizable homogeneous policy,2023-03-29 00:00:00+00:00,2024-03-27 00:00:00+00:00,7508714.0,-0.9382049043284908,social media,B2C,referral,0.2,464001.7,364.0,Muy Alto,Muy Alto,Pérdida
Visionary local paradigm,2023-02-13 00:00:00+00:00,2023-09-06 00:00:00+00:00,8759532.0,-0.9777645746370925,podcast,B2C,paid,0.8,194771.92,205.0,Muy Alto,Alto,Pérdida
Persevering 24/7 complexity,2023-01-22 00:00:00+00:00,2023-11-21 00:00:00+00:00,3100036.0,-0.8750713282039305,email,B2C,promotion,0.28,387283.38,303.0,Muy Alto,Muy Alto,Pérdida
Visionary multimedia synergy,2023-01-19 00:00:00+00:00,2024-01-14 00:00:00+00:00,2510093.0,-0.8933026585070752,webinar,B2B,paid,0.17,267820.25,360.0,Muy Alto,Muy Alto,Pérdida
Automated radical access,2023-02-25 00:00:00+00:00,2023-10-05 00:00:00+00:00,4041387.0,-0.9763185485577105,webinar,B2B,organic,0.4,95705.91,222.0,Muy Alto,Medio,Pérdida
Inverse transitional artificial intelligence,2023-06-02 00:00:00+00:00,2023-11-26 00:00:00+00:00,266765.0,2.229708282570802,podcast,B2B,referral,0.1,861573.13,177.0,Muy Alto,Muy Alto,Medio
Down-sized modular conglomeration,2023-01-16 00:00:00+00:00,2023-08-13 00:00:00+00:00,152107.0,1.4599116411473505,podcast,B2C,paid,0.79,374169.78,209.0,Alto,Muy Alto,Medio
Robust next generation protocol,2022-10-21 00:00:00+00:00,2024-03-12 00:00:00+00:00,553311.0,-0.36071999291537676,webinar,B2C,paid,0.22,353720.66,508.0,Muy Alto,Muy Alto,Pérdida
Innovative exuding toolset,2023-01-24 00:00:00+00:00,2023-12-28 00:00:00+00:00,8646182.0,-0.9052466221506787,social media,B2C,organic,0.52,819254.95,338.0,Muy Alto,Muy Alto,Pérdida
Streamlined holistic toolset,2023-02-23 00:00:00+00:00,2024-03-15 00:00:00+00:00,8252055.0,-0.9003164920737925,webinar,B2B,paid,0.43,822593.79,386.0,Muy Alto,Muy Alto,Pérdida
Managed global capacity,2023-05-13 00:00:00+00:00,2024-03-05 00:00:00+00:00,1459314.0,-0.4711021000278213,social media,B2C,paid,0.28,771828.11,297.0,Muy Alto,Muy Alto,Pérdida
Phased systematic interface,2023-02-05 00:00:00+00:00,2024-05-18 00:00:00+00:00,30835.0,15.025787903356575,social media,B2C,paid,0.13,494155.17,468.0,Bajo,Muy Alto,Muy Alto
Persistent methodical info-mediaries,2022-08-09 00:00:00+00:00,2023-10-12 00:00:00+00:00,6720789.0,-0.9001741655630016,email,B2C,promotion,0.74,670908.37,429.0,Muy Alto,Muy Alto,Pérdida
Up-sized maximized capability,2023-05-11 00:00:00+00:00,2024-05-06 00:00:00+00:00,5793437.0,-0.860919281593983,social media,B2B,promotion,0.28,805755.38,361.0,Muy Alto,Muy Alto,Pérdida
Distributed scalable moratorium,2022-08-07 00:00:00+00:00,2024-06-25 00:00:00+00:00,2139983.0,-0.9043637776561776,social media,B2B,promotion,0.89,204659.89,688.0,Muy Alto,Muy Alto,Pérdida
Inverse stable process improvement,2023-06-25 00:00:00+00:00,2024-04-22 00:00:00+00:00,4310114.0,-0.8907999556392243,webinar,B2C,paid,0.81,470664.64,302.0,Muy Alto,Muy Alto,Pérdida
Multi-tiered high-level protocol,2022-12-28 00:00:00+00:00,2023-10-19 00:00:00+00:00,4451472.0,-0.9096555970699131,podcast,B2C,paid,0.97,402165.58,295.0,Muy Alto,Muy Alto,Pérdida
Synergized 6thgeneration interface,2023-04-22 00:00:00+00:00,2024-06-14 00:00:00+00:00,2390139.0,-0.615842283649612,email,B2C,referral,0.25,918190.34,419.0,Muy Alto,Muy Alto,Pérdida
Seamless attitude-oriented architecture,2022-09-07 00:00:00+00:00,2023-11-20 00:00:00+00:00,6757594.0,-0.853359063891675,email,B2B,organic,0.51,990939.91,439.0,Muy Alto,Muy Alto,Pérdida
Centralized zero tolerance infrastructure,2023-03-11 00:00:00+00:00,2023-11-06 00:00:00+00:00,866272.0,-0.4847058314247719,webinar,B2B,promotion,0.21,446384.91,240.0,Muy Alto,Muy Alto,Pérdida
Focused motivating strategy,2023-07-31 00:00:00+00:00,2023-11-01 00:00:00+00:00,4464033.0,-0.7904268740844882,social media,B2C,organic,0.69,935541.35,93.0,Muy Alto,Muy Alto,Pérdida
